GHO,Indicator,PUBLISHSTATE,PUBLISH STATES,YEAR,Year,REGION,WHO region,COUNTRY,Country,SEX,Sex,Display Value,Numeric Value,Low Value,High Value,Comments
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,ECU,Ecuador,MLE,Male,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,ECU,Ecuador,FMLE,Female,72,72,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,ECU,Ecuador,MLE,Male,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,ECU,Ecuador,FMLE,Female,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,ECU,Ecuador,MLE,Male,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,ECU,Ecuador,FMLE,Female,79,79,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,ECU,Ecuador,BTSX,Both sexes,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,63,63,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,69,69,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,EGY,Egypt,MLE,Male,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,EGY,Egypt,FMLE,Female,75,75,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EMR,Eastern Mediterranean,EGY,Egypt,BTSX,Both sexes,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,SLV,El Salvador,MLE,Male,61,61,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,SLV,El Salvador,FMLE,Female,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,SLV,El Salvador,MLE,Male,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,SLV,El Salvador,FMLE,Female,74,74,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,SLV,El Salvador,MLE,Male,68,68,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,SLV,El Salvador,FMLE,Female,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,SLV,El Salvador,BTSX,Both sexes,72,72,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,46,46,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,47,47,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,51,51,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,50,50,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNQ,Equatorial Guinea,MLE,Male,53,53,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNQ,Equatorial Guinea,FMLE,Female,55,55,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNQ,Equatorial Guinea,BTSX,Both sexes,54,54,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ERI,Eritrea,MLE,Male,47,47,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ERI,Eritrea,FMLE,Female,51,51,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ERI,Eritrea,MLE,Male,38,38,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ERI,Eritrea,FMLE,Female,51,51,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,44,44,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ERI,Eritrea,MLE,Male,59,59,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ERI,Eritrea,FMLE,Female,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ERI,Eritrea,BTSX,Both sexes,61,61,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,EST,Estonia,MLE,Male,65,65,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,EST,Estonia,FMLE,Female,75,75,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,EST,Estonia,BTSX,Both sexes,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,EST,Estonia,MLE,Male,65,65,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,EST,Estonia,FMLE,Female,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,EST,Estonia,BTSX,Both sexes,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,EST,Estonia,MLE,Male,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,EST,Estonia,FMLE,Female,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,EST,Estonia,BTSX,Both sexes,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ETH,Ethiopia,MLE,Male,43,43,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ETH,Ethiopia,FMLE,Female,48,48,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,46,46,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ETH,Ethiopia,MLE,Male,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ETH,Ethiopia,FMLE,Female,53,53,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,51,51,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ETH,Ethiopia,MLE,Male,59,59,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ETH,Ethiopia,FMLE,Female,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,ETH,Ethiopia,BTSX,Both sexes,60,60,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,FJI,Fiji,MLE,Male,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,FJI,Fiji,FMLE,Female,68,68,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,FJI,Fiji,MLE,Male,65,65,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,FJI,Fiji,FMLE,Female,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,68,68,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,WPR,Western Pacific,FJI,Fiji,MLE,Male,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,WPR,Western Pacific,FJI,Fiji,FMLE,Female,72,72,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,WPR,Western Pacific,FJI,Fiji,BTSX,Both sexes,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FIN,Finland,MLE,Male,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FIN,Finland,FMLE,Female,79,79,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FIN,Finland,BTSX,Both sexes,75,75,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FIN,Finland,MLE,Male,74,74,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FIN,Finland,FMLE,Female,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FIN,Finland,BTSX,Both sexes,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FIN,Finland,MLE,Male,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FIN,Finland,FMLE,Female,84,84,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FIN,Finland,BTSX,Both sexes,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FRA,France,MLE,Male,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FRA,France,FMLE,Female,82,82,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,FRA,France,BTSX,Both sexes,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FRA,France,MLE,Male,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FRA,France,FMLE,Female,83,83,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,FRA,France,BTSX,Both sexes,79,79,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FRA,France,MLE,Male,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FRA,France,FMLE,Female,85,85,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,FRA,France,BTSX,Both sexes,82,82,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GAB,Gabon,MLE,Male,59,59,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GAB,Gabon,FMLE,Female,63,63,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GAB,Gabon,BTSX,Both sexes,61,61,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GAB,Gabon,MLE,Male,58,58,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GAB,Gabon,FMLE,Female,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GAB,Gabon,BTSX,Both sexes,60,60,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GAB,Gabon,MLE,Male,61,61,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GAB,Gabon,FMLE,Female,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GAB,Gabon,BTSX,Both sexes,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GMB,Gambia,MLE,Male,51,51,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GMB,Gambia,FMLE,Female,54,54,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GMB,Gambia,BTSX,Both sexes,52,52,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GMB,Gambia,MLE,Male,54,54,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GMB,Gambia,FMLE,Female,56,56,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GMB,Gambia,BTSX,Both sexes,55,55,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GMB,Gambia,MLE,Male,57,57,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GMB,Gambia,FMLE,Female,60,60,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GMB,Gambia,BTSX,Both sexes,58,58,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GEO,Georgia,MLE,Male,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GEO,Georgia,FMLE,Female,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GEO,Georgia,BTSX,Both sexes,69,69,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GEO,Georgia,MLE,Male,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GEO,Georgia,FMLE,Female,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GEO,Georgia,BTSX,Both sexes,69,69,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GEO,Georgia,MLE,Male,68,68,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GEO,Georgia,FMLE,Female,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GEO,Georgia,BTSX,Both sexes,72,72,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,DEU,Germany,MLE,Male,72,72,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,DEU,Germany,FMLE,Female,79,79,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,DEU,Germany,BTSX,Both sexes,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,DEU,Germany,MLE,Male,75,75,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,DEU,Germany,FMLE,Female,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,DEU,Germany,BTSX,Both sexes,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,DEU,Germany,MLE,Male,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,DEU,Germany,FMLE,Female,83,83,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,DEU,Germany,BTSX,Both sexes,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GHA,Ghana,MLE,Male,55,55,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GHA,Ghana,FMLE,Female,58,58,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GHA,Ghana,BTSX,Both sexes,57,57,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GHA,Ghana,MLE,Male,57,57,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GHA,Ghana,FMLE,Female,60,60,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GHA,Ghana,BTSX,Both sexes,58,58,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GHA,Ghana,MLE,Male,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GHA,Ghana,FMLE,Female,65,65,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GHA,Ghana,BTSX,Both sexes,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GRC,Greece,MLE,Male,75,75,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GRC,Greece,FMLE,Female,80,80,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,GRC,Greece,BTSX,Both sexes,77,77,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GRC,Greece,MLE,Male,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GRC,Greece,FMLE,Female,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,GRC,Greece,BTSX,Both sexes,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GRC,Greece,MLE,Male,78,78,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GRC,Greece,FMLE,Female,84,84,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,EUR,Europe,GRC,Greece,BTSX,Both sexes,81,81,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GRD,Grenada,MLE,Male,69,69,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GRD,Grenada,FMLE,Female,74,74,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GRD,Grenada,BTSX,Both sexes,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GRD,Grenada,MLE,Male,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GRD,Grenada,FMLE,Female,76,76,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GRD,Grenada,BTSX,Both sexes,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GRD,Grenada,MLE,Male,71,71,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GRD,Grenada,FMLE,Female,77,77,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GRD,Grenada,BTSX,Both sexes,74,74,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GTM,Guatemala,MLE,Male,61,61,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GTM,Guatemala,FMLE,Female,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GTM,Guatemala,BTSX,Both sexes,63,63,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GTM,Guatemala,MLE,Male,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GTM,Guatemala,FMLE,Female,70,70,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GTM,Guatemala,BTSX,Both sexes,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GTM,Guatemala,MLE,Male,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GTM,Guatemala,FMLE,Female,73,73,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GTM,Guatemala,BTSX,Both sexes,69,69,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GIN,Guinea,MLE,Male,43,43,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GIN,Guinea,FMLE,Female,45,45,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GIN,Guinea,BTSX,Both sexes,44,44,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GIN,Guinea,MLE,Male,48,48,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GIN,Guinea,FMLE,Female,50,50,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GIN,Guinea,BTSX,Both sexes,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GIN,Guinea,MLE,Male,54,54,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GIN,Guinea,FMLE,Female,56,56,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GIN,Guinea,BTSX,Both sexes,55,55,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNB,Guinea-Bissau,MLE,Male,43,43,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNB,Guinea-Bissau,FMLE,Female,46,46,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,GNB,Guinea-Bissau,BTSX,Both sexes,45,45,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNB,Guinea-Bissau,MLE,Male,45,45,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNB,Guinea-Bissau,FMLE,Female,49,49,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,GNB,Guinea-Bissau,BTSX,Both sexes,47,47,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNB,Guinea-Bissau,MLE,Male,48,48,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNB,Guinea-Bissau,FMLE,Female,52,52,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AFR,Africa,GNB,Guinea-Bissau,BTSX,Both sexes,50,50,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GUY,Guyana,MLE,Male,59,59,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GUY,Guyana,FMLE,Female,66,66,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,GUY,Guyana,BTSX,Both sexes,63,63,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GUY,Guyana,MLE,Male,62,62,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GUY,Guyana,FMLE,Female,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,GUY,Guyana,BTSX,Both sexes,64,64,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GUY,Guyana,MLE,Male,60,60,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GUY,Guyana,FMLE,Female,67,67,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2011,2011,AMR,Americas,GUY,Guyana,BTSX,Both sexes,63,63,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,HTI,Haiti,MLE,Male,53,53,,,
WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,HTI,Haiti,FMLE,Female,56,56,,,
